brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Google,Pixel 8 485,1375.0,4.0,1024.0,200.0,6000.0,5.8,33.0,No,Android,Helio G99,3.8,February,2025.0
OnePlus,OnePlus 13R 588,463.0,8.0,512.0,48.0,4500.0,6.0,100.0,Yes,Android,Dimensity 9300,4.5,November,2025.0
OnePlus,OnePlus 12 438,304.0,6.0,1024.0,48.0,4000.0,7.1,100.0,No,Android,Snapdragon 8 Gen 3,3.5,January,2025.0
OnePlus,Nord 4 586,975.0,20.70147641517107,1024.0,200.0,,5.6,65.0,No,Android,A18 Pro,19.854577243131903,January,2025.0
Vivo,Y200 101,363.0,16.0,64.0,200.0,6000.0,6.8,65.0,Yes,Android,Helio G99,3.9,March,2025.0
Apple,iPhone 16 Pro 165,919.0,8.0,512.0,,13951.33756151409,7.0,33.0,No,iOS,Dimensity 9300,4.0,December,2025.0
Realme,GT 7 Pro 382,111.0,12.0,1024.0,50.0,5500.0,,44.0,No,Android,Exynos 2400,,ERR,2025.0
Google,Pixel 9 743,1293.0,8.0,512.0,48.0,5500.0,6.3,100.0,Yes,Android,Dimensity 9300,4.8,April,2025.0
Apple,iPhone 14 154,186.0,8.0,128.0,64.0,5500.0,6.1,120.0,Yes,iOS,Snapdragon 7+ Gen 2,4.9,December,2025.0
Vivo,X100 Pro 300,622.0,8.0,64.0,200.0,4000.0,7.2,18.0,Yes,Android,A18 Pro,4.9,November,2025.0
Xiaomi,Poco F6 162,585.0,6.0,1024.0,50.0,5000.0,6.0,65.0,No,Android,Dimensity 9300,4.3,June,2025.0
ERR,GT 20 Pro 284,1276.0,46.98046356062557,512.0,48.0,6000.0,7.1,100.0,No,Android,A18 Pro,13.84191530307263,January,2025.0
Xiaomi,Mi 14 110,328.0,4.0,512.0,108.0,5500.0,5.9,100.0,Yes,Android,Snapdragon 6 Gen 1,4.3,January,2025.0
Oppo,A98 278,1399.0,8.0,1024.0,48.0,4500.0,6.9,100.0,Yes,Android,Dimensity 9300,5.0,April,2025.0
Oppo,Reno 11 742,1414.0,12.0,128.0,12.0,5500.0,6.2,65.0,No,Android,Exynos 2400,3.8,April,2025.0
Apple,iPhone 14 712,628.0,29.959911167426196,64.0,64.0,5000.0,7.2,100.0,No,iOS,Helio G99,3.7,February,6855.1240895968795
Apple,iPhone 16 Pro Max 193,768.0,44.51702786409405,256.0,50.0,12151.687324735767,6.6,33.0,No,iOS,Exynos 2400,3.8,June,2025.0
ERR,Pixel 9 Pro 817,660.0,6.0,64.0,48.0,5000.0,5.5,18.0,No,Android,ERR,4.4,September,2025.0
Infinix,Note 40 Pro 819,567.0,12.0,1024.0,,4500.0,15.769018909533596,,Yes,Android,A18 Pro,3.7,March,2025.0
Samsung,Galaxy A75 379,1137.0,12.0,128.0,12.0,4000.0,6.4,65.0,Yes,Android,Helio G99,4.7,January,2025.0
Samsung,Galaxy S24 855,992.0,6.0,64.0,200.0,6000.0,,33.0,No,Android,Tensor G4,4.0,February,
Oppo,A98 424,1075.0,6.0,64.0,50.0,4000.0,6.6,120.0,Yes,Android,Tensor G4,4.6,May,2025.0
Infinix,ERR,184.0,,512.0,12.0,4500.0,6.9,120.0,Yes,Android,Snapdragon 8 Gen 3,4.5,June,2025.0
Apple,iPhone 14 869,506.0,16.0,256.0,200.0,4500.0,6.6,44.0,No,iOS,Snapdragon 8 Gen 3,4.1,December,2025.0
Oppo,F27 Pro 908,238.0,4.0,1024.0,108.0,5500.0,5.7,65.0,No,Android,Snapdragon 8 Gen 3,4.8,January,2025.0
Oppo,A98 167,1250.0,43.28959398036845,128.0,48.0,6000.0,6.6,324.3954359708461,No,Android,Snapdragon 6 Gen 1,9.324113832716735,October,2025.0
Apple,iPhone 16 Pro 672,1087.0,8.0,128.0,64.0,6000.0,6.9,120.0,Yes,iOS,Snapdragon 8 Gen 3,3.7,February,2025.0
Apple,iPhone 16 Pro Max 359,1417.0,12.0,512.0,48.0,5000.0,5.6,18.0,No,iOS,Helio G99,4.9,October,2025.0
Google,Pixel Fold 2 971,469.0,8.0,512.0,50.0,6000.0,6.6,100.0,No,ERR,ERR,5.0,June,2025.0
Samsung,Galaxy A75 466,167.0,16.0,256.0,48.0,4000.0,6.7,120.0,Yes,Android,A18 Pro,4.6,June,2025.0
Xiaomi,Mi 13 Ultra 59,342.0,4.0,512.0,48.0,5000.0,5.5,120.0,Yes,Android,Helio G99,4.9,August,2025.0
Samsung,Galaxy Z Fold6 192,1406.0,8.0,512.0,200.0,4500.0,5.8,65.0,Yes,Android,A18 Pro,3.6,June,2025.0
Realme,GT 7 Pro 842,256.0,8.0,512.0,12.0,5000.0,6.5,44.0,No,Android,A18 Pro,3.9,May,2025.0
Oppo,Reno 11 625,1059.0,4.0,256.0,12.0,4000.0,6.5,100.0,Yes,Android,A18 Pro,4.5,March,2025.0
ERR,Smart 8 689,,6.0,128.0,200.0,6000.0,6.1,44.0,No,ERR,Snapdragon 6 Gen 1,4.6,May,2025.0
Samsung,Galaxy A75 639,1095.0,12.0,1024.0,108.0,5500.0,7.1,18.0,Yes,Android,Dimensity 9300,4.9,March,2025.0
OnePlus,Nord CE 4 Lite 376,928.0,12.0,256.0,48.0,4000.0,6.4,33.0,Yes,Android,Dimensity 9300,3.8,March,2025.0
Realme,C65 586,538.0,6.0,512.0,48.0,6000.0,6.6,65.0,No,Android,Tensor G4,3.5,December,2025.0
Apple,iPhone 15 293,377.0,12.0,512.0,200.0,5000.0,7.0,,ERR,iOS,Helio G99,4.6,July,2025.0
Google,Pixel Fold 2 309,447.0,8.0,256.0,48.0,5500.0,6.1,100.0,No,Android,Exynos 2400,4.7,April,2025.0
Samsung,Galaxy S24 Ultra 180,1160.0,6.0,64.0,48.0,5500.0,6.7,65.0,Yes,Android,Helio G99,4.9,February,2025.0
Xiaomi,Poco F6 247,773.0,12.0,64.0,12.0,4500.0,5.6,100.0,Yes,Android,Tensor G4,4.3,October,2025.0
Infinix,GT 20 Pro 828,881.0,16.0,1024.0,,5500.0,6.0,120.0,No,Android,Snapdragon 8 Gen 3,,ERR,2025.0
Samsung,Galaxy S24 669,662.0,6.0,512.0,108.0,6000.0,5.8,18.0,No,Android,Exynos 2400,4.7,March,2025.0
Xiaomi,Poco X6 Pro 637,997.0,8.0,128.0,200.0,6000.0,,44.0,Yes,ERR,Snapdragon 7+ Gen 2,3.8,April,2025.0
Realme,GT 7 Pro 425,1332.0,8.0,128.0,48.0,5500.0,6.3,44.0,No,Android,Tensor G4,4.9,April,2025.0
ERR,Mi 14 497,1336.0,16.0,256.0,48.0,6000.0,6.6,120.0,No,Android,Snapdragon 8 Gen 3,3.8,January,
Infinix,Smart 8 258,743.0,8.0,128.0,50.0,4500.0,6.0,44.0,Yes,Android,Snapdragon 6 Gen 1,4.7,November,2025.0
Realme,11 Pro+ 644,941.0,6.0,128.0,12.0,4000.0,6.1,120.0,No,Android,A18 Pro,4.8,July,2025.0
Samsung,Galaxy S24 Ultra 76,462.0,6.0,64.0,64.0,4500.0,5.5,18.0,No,Android,Snapdragon 8 Gen 3,4.1,January,2025.0
Vivo,Y200 471,1447.0,8.0,128.0,64.0,4000.0,6.0,100.0,Yes,Android,Snapdragon 7+ Gen 2,3.7,March,2025.0
Infinix,ERR,2284.479993097709,8.0,1024.0,108.0,5000.0,,100.0,No,Android,Dimensity 9300,3.9,October,2025.0
Vivo,V30 96,205.0,6.0,512.0,12.0,6000.0,7.1,18.0,Yes,Android,A18 Pro,4.6,December,2025.0
Oppo,Reno 12 973,1480.0,4.0,512.0,48.0,5000.0,6.4,100.0,Yes,Android,Exynos 2400,4.6,February,2025.0
Samsung,Galaxy Z Fold6 229,316.0,12.0,128.0,108.0,5000.0,6.4,120.0,Yes,Android,Exynos 2400,,April,8769.634255540135
Infinix,Note 40 Pro 885,1090.0,6.0,128.0,200.0,5000.0,6.7,18.0,No,Android,Snapdragon 6 Gen 1,4.4,August,2025.0
Realme,C65 759,543.0,43.80230129215399,128.0,,4500.0,6.4,44.0,Yes,Android,Snapdragon 7+ Gen 2,3.9,June,
Xiaomi,Mi 14 16,636.0,4.0,,108.0,5500.0,7.0,65.0,No,Android,ERR,4.0,ERR,2025.0
Vivo,Y200 464,467.0,8.0,512.0,48.0,4000.0,6.5,65.0,No,Android,Snapdragon 6 Gen 1,4.4,June,2025.0
OnePlus,OnePlus 13 343,1317.0,12.0,512.0,12.0,4000.0,6.5,44.0,Yes,Android,Snapdragon 7+ Gen 2,3.6,September,2025.0
Oppo,Find X7 350,1075.0,6.0,1024.0,12.0,5500.0,7.1,65.0,No,Android,Snapdragon 8 Gen 3,3.7,December,2025.0
Vivo,X100 Pro 740,886.0,16.0,128.0,50.0,,5.5,44.0,ERR,Android,Snapdragon 8 Gen 3,4.8,July,2025.0
Realme,C65 454,1420.0,6.0,256.0,200.0,5000.0,5.6,18.0,Yes,Android,Exynos 2400,3.5,July,2025.0
ERR,iPhone 16 Pro Max 22,625.0,6.0,1024.0,50.0,4500.0,6.5,158.75211944439218,Yes,iOS,Snapdragon 7+ Gen 2,4.3,August,2025.0
Realme,Narzo 70 810,896.0,16.0,128.0,50.0,4000.0,6.2,100.0,No,Android,Dimensity 9300,4.9,February,2025.0
OnePlus,OnePlus 12 574,731.0,8.0,64.0,12.0,4000.0,6.1,44.0,Yes,Android,Snapdragon 7+ Gen 2,4.2,February,2025.0
ERR,Poco F6 477,1196.0,4.0,64.0,64.0,17294.76917270871,6.3,100.0,No,Android,ERR,3.8,January,2025.0
ERR,Reno 11 184,1478.0,6.0,1024.0,12.0,21365.556171227545,15.040118390622466,120.0,Yes,Android,Exynos 2400,4.7,February,2025.0
ERR,C65 591,738.0,12.0,128.0,12.0,4500.0,6.4,33.0,ERR,Android,Snapdragon 8 Gen 3,,October,2025.0
Xiaomi,Redmi Note 14 Pro 742,1449.0,4.0,512.0,200.0,6000.0,6.2,18.0,No,Android,Snapdragon 7+ Gen 2,3.8,September,2025.0
Realme,GT 7 Pro 298,1032.0,4.0,256.0,50.0,6000.0,7.0,44.0,No,Android,Helio G99,3.9,August,2025.0
Apple,iPhone 16 645,1233.0,6.0,128.0,12.0,4000.0,5.7,33.0,No,iOS,Dimensity 9300,3.6,December,2025.0
OnePlus,OnePlus 13R 806,304.0,6.0,512.0,64.0,,6.8,65.0,No,Android,Dimensity 9300,4.6,January,
ERR,Pixel 9 Pro 196,225.0,6.0,1024.0,108.0,5000.0,7.0,33.0,No,Android,ERR,4.5,September,2025.0
Oppo,F27 Pro 390,1040.0,4.0,512.0,200.0,5500.0,5.6,44.0,No,Android,Helio G99,3.7,January,2025.0
Xiaomi,Mi 13 Ultra 258,235.0,16.0,512.0,108.0,6000.0,6.1,44.0,No,Android,Helio G99,4.7,October,2025.0
Oppo,Reno 12 224,1060.0,4.0,128.0,200.0,6000.0,6.7,65.0,Yes,Android,Dimensity 9300,4.9,November,2025.0
Vivo,Y100A 826,1479.0,12.0,1024.0,108.0,4000.0,6.2,100.0,No,Android,Snapdragon 7+ Gen 2,3.5,July,2025.0
Xiaomi,Mi 13 Ultra 167,1042.0,12.0,128.0,50.0,4500.0,6.8,120.0,No,Android,Snapdragon 6 Gen 1,3.6,May,2025.0
Vivo,Y200 759,886.0,8.0,1024.0,12.0,5000.0,6.7,100.0,Yes,Android,Snapdragon 8 Gen 3,3.6,July,2025.0
Oppo,F27 Pro 331,319.0,6.0,256.0,200.0,4500.0,6.7,44.0,No,Android,Dimensity 9300,3.7,May,2025.0
Infinix,Zero 30 277,404.0,6.0,128.0,48.0,4500.0,6.9,18.0,Yes,Android,Exynos 2400,3.9,May,2025.0
ERR,Smart 8 695,1167.0,4.0,1024.0,50.0,4500.0,7.1,18.0,Yes,ERR,Snapdragon 7+ Gen 2,5.0,February,2025.0
Vivo,Y200 613,1486.0,16.0,64.0,48.0,5500.0,6.3,65.0,No,Android,Snapdragon 7+ Gen 2,4.8,February,2025.0
Apple,iPhone 14 495,1058.0,4.0,128.0,108.0,5000.0,,44.0,Yes,iOS,Tensor G4,4.4,November,
OnePlus,Nord CE 4 Lite 361,255.0,8.0,64.0,200.0,6000.0,6.7,65.0,Yes,Android,Snapdragon 8 Gen 3,4.6,August,2025.0
Google,Pixel Fold 2 99,1098.0,4.0,128.0,12.0,5000.0,7.0,65.0,No,Android,Tensor G4,4.5,March,2025.0
Apple,iPhone 16 Pro Max 779,164.0,6.0,512.0,,4000.0,6.6,33.0,No,iOS,Snapdragon 6 Gen 1,,December,9062.527038392658
Realme,ERR,1122.0,8.0,1349.607101705619,48.0,5500.0,6.0,120.0,Yes,Android,Snapdragon 6 Gen 1,3.8,May,2025.0
OnePlus,Nord 4 281,475.0,8.0,64.0,12.0,4500.0,5.8,44.0,No,Android,A18 Pro,3.9,July,2025.0
Samsung,Galaxy A75 15,335.0,4.0,64.0,108.0,5500.0,5.8,44.0,Yes,Android,Tensor G4,4.8,April,2025.0
OnePlus,Nord 4 618,1450.0,12.0,1024.0,200.0,5000.0,6.5,18.0,Yes,Android,Exynos 2400,4.0,January,2025.0
OnePlus,OnePlus 13 603,1033.0,6.0,512.0,50.0,5500.0,6.7,44.0,No,Android,Tensor G4,3.5,November,2025.0
OnePlus,OnePlus 12 703,232.0,16.0,1024.0,200.0,6000.0,6.7,100.0,ERR,Android,Snapdragon 7+ Gen 2,12.299497218860681,June,2025.0
Apple,iPhone 16 Pro 711,1477.0,12.0,512.0,200.0,6000.0,5.7,18.0,No,iOS,Dimensity 9300,5.0,August,2025.0
Oppo,Reno 11 414,661.0,6.0,1024.0,64.0,5000.0,7.2,100.0,Yes,Android,Snapdragon 6 Gen 1,3.6,October,2025.0
Vivo,Y100A 67,1417.0,35.19715065173537,512.0,200.0,6000.0,,120.0,No,Android,Snapdragon 6 Gen 1,4.4,ERR,2025.0
OnePlus,OnePlus 12 776,1047.0,8.0,1024.0,,4500.0,,120.0,No,Android,Tensor G4,4.6,April,2025.0
Samsung,Galaxy A75 480,788.0,16.0,1024.0,64.0,4500.0,6.7,65.0,No,Android,Exynos 2400,3.7,October,2025.0
Oppo,F27 Pro 826,1012.0,16.0,,191.89973012328238,4000.0,6.1,120.0,No,Android,Snapdragon 6 Gen 1,18.17663263989597,September,2025.0
OnePlus,OnePlus 12 529,1138.0,12.0,256.0,12.0,4500.0,6.1,33.0,No,Android,Helio G99,3.8,January,2025.0
OnePlus,OnePlus 13 308,3882.126756207646,8.0,256.0,325.06837017312324,5000.0,6.1,65.0,No,Android,Helio G99,3.7,ERR,2025.0
Infinix,Hot 40 38,1019.0,4.0,128.0,200.0,6000.0,5.8,33.0,Yes,Android,Snapdragon 6 Gen 1,4.0,May,2025.0
Vivo,ERR,604.0,16.0,512.0,108.0,5000.0,6.4,65.0,Yes,Android,Helio G99,3.8,ERR,2025.0
Oppo,F27 Pro 604,501.0,6.0,256.0,108.0,4500.0,5.7,65.0,Yes,Android,Tensor G4,3.8,April,2025.0
ERR,V30 9,849.0,16.0,128.0,200.0,5000.0,6.1,120.0,ERR,Android,A18 Pro,4.9,May,2025.0
Apple,iPhone 16 Pro 566,1014.0,16.0,64.0,12.0,4000.0,,33.0,Yes,iOS,Snapdragon 6 Gen 1,,April,2025.0
Vivo,X100 Pro 12,394.0,16.0,128.0,200.0,5000.0,5.9,33.0,No,Android,Snapdragon 7+ Gen 2,4.5,July,2025.0
Oppo,A98 429,1107.0,6.0,1024.0,48.0,5000.0,6.8,120.0,No,Android,Snapdragon 8 Gen 3,4.2,August,2025.0
Samsung,Galaxy Z Fold6 549,255.0,8.0,512.0,64.0,6000.0,6.7,100.0,No,Android,Snapdragon 8 Gen 3,4.6,August,2025.0
Infinix,GT 20 Pro 521,554.0,16.0,256.0,64.0,5500.0,6.8,120.0,No,Android,Helio G99,3.7,August,2025.0
Realme,GT 7 Pro 710,342.0,12.0,512.0,12.0,4500.0,7.0,65.0,Yes,Android,Tensor G4,3.5,January,2025.0
Apple,iPhone 16 Pro Max 361,1163.0,12.0,64.0,108.0,4000.0,7.0,100.0,ERR,iOS,A18 Pro,4.1,ERR,2025.0
Samsung,Galaxy M55 865,792.0,4.0,,345.5447010993431,4000.0,7.1,18.0,No,Android,Helio G99,4.3,January,2025.0
Vivo,X100 Pro 415,126.0,6.0,128.0,64.0,4000.0,6.2,290.7401600560606,No,ERR,Exynos 2400,4.3,November,2025.0
Oppo,F27 Pro 263,691.0,8.0,1024.0,200.0,6000.0,6.7,18.0,Yes,Android,Dimensity 9300,5.0,June,2025.0
Oppo,Find X7 246,224.0,6.0,512.0,355.41505544609805,5000.0,6.8,18.0,Yes,ERR,A18 Pro,4.3,November,2025.0
OnePlus,OnePlus 12 448,2728.9129378909,4.0,512.0,12.0,,6.5,100.0,No,ERR,Snapdragon 6 Gen 1,4.7,September,2025.0
Xiaomi,Poco F6 439,256.0,16.0,1024.0,48.0,4500.0,6.8,100.0,No,Android,Helio G99,3.7,August,2025.0
OnePlus,Nord CE 4 Lite 51,698.0,6.0,1024.0,50.0,4000.0,5.8,,No,ERR,ERR,4.8,October,2025.0
Apple,iPhone 15 146,761.0,6.0,512.0,50.0,4000.0,5.6,65.0,No,iOS,Snapdragon 8 Gen 3,3.7,November,2025.0
Xiaomi,ERR,723.0,12.0,1024.0,12.0,4000.0,6.7,155.74152920361857,No,ERR,Helio G99,3.7,February,2025.0
Oppo,Reno 11 490,682.0,16.0,128.0,108.0,5000.0,7.2,65.0,Yes,Android,Snapdragon 6 Gen 1,3.8,October,2025.0
Samsung,Galaxy S24 777,142.0,4.0,512.0,200.0,4500.0,6.0,18.0,Yes,Android,Snapdragon 8 Gen 3,4.1,December,2025.0
Google,Pixel 8 809,653.0,8.0,128.0,200.0,6000.0,6.0,65.0,Yes,Android,Exynos 2400,4.1,April,2025.0
Infinix,Note 40 Pro 443,263.0,16.0,128.0,12.0,14995.061881710328,6.8,100.0,ERR,Android,Tensor G4,3.5,September,2025.0
Google,Pixel 9 277,,16.0,1024.0,200.0,6000.0,5.7,,Yes,ERR,Snapdragon 6 Gen 1,4.9,September,2025.0
Xiaomi,Mi 13 Ultra 366,182.0,12.0,64.0,200.0,5000.0,6.0,18.0,No,Android,Tensor G4,3.8,October,2025.0
Infinix,Note 40 Pro 36,851.0,8.0,1024.0,371.98575122245825,21735.138838488216,6.8,18.0,ERR,Android,Exynos 2400,4.4,December,2025.0
Xiaomi,Poco F6 487,313.0,12.0,256.0,48.0,4500.0,6.1,120.0,Yes,Android,Dimensity 9300,3.7,May,2025.0
ERR,V29e 767,1425.0,8.0,256.0,64.0,6000.0,5.8,331.86346720618616,No,Android,Dimensity 9300,3.8,ERR,2025.0
Vivo,X100 Pro 585,933.0,16.0,512.0,108.0,6000.0,7.1,65.0,No,Android,Exynos 2400,4.8,July,2025.0
Samsung,Galaxy S24 903,1221.0,6.0,1024.0,50.0,5000.0,6.3,120.0,Yes,Android,Dimensity 9300,4.0,June,2025.0
OnePlus,Nord CE 4 Lite 241,245.0,4.0,256.0,48.0,4500.0,6.2,44.0,Yes,Android,Tensor G4,5.0,August,2025.0
ERR,Y100A 175,1331.0,16.0,128.0,48.0,6000.0,6.5,100.0,Yes,Android,Dimensity 9300,3.7,November,6718.51276825309
Xiaomi,Mi 14 434,1246.0,4.0,512.0,,5500.0,6.6,120.0,ERR,Android,Helio G99,4.4,July,2025.0
OnePlus,OnePlus 13 584,702.0,4.0,64.0,108.0,5000.0,5.7,100.0,No,Android,Helio G99,4.5,May,2025.0
Oppo,F27 Pro 456,1300.0,6.0,512.0,200.0,4000.0,5.7,100.0,Yes,Android,A18 Pro,4.6,February,2025.0
Vivo,X100 Pro 954,,8.0,512.0,64.0,5000.0,7.1,18.0,ERR,Android,Dimensity 9300,4.8,January,2025.0
ERR,Galaxy M55 748,917.0,16.0,,64.0,6000.0,6.2,120.0,Yes,Android,Snapdragon 8 Gen 3,3.8,August,2025.0
OnePlus,OnePlus 12 706,724.0,8.0,256.0,287.52763215240554,4500.0,6.5,18.0,Yes,ERR,ERR,3.9,May,2025.0
Xiaomi,Poco X6 Pro 270,1356.0,8.0,1024.0,50.0,5000.0,6.6,100.0,No,Android,Snapdragon 8 Gen 3,4.9,February,2025.0
Infinix,Zero 30 97,284.0,8.0,128.0,200.0,4000.0,7.0,120.0,No,Android,Dimensity 9300,4.1,January,2025.0
Xiaomi,Mi 13 Ultra 51,800.0,4.0,64.0,12.0,5500.0,6.3,33.0,No,Android,Snapdragon 6 Gen 1,4.4,March,2025.0
Infinix,GT 20 Pro 773,1485.0,16.0,512.0,48.0,5000.0,6.5,33.0,No,Android,Snapdragon 8 Gen 3,4.4,July,2025.0
Oppo,Reno 11 35,544.0,6.0,1024.0,64.0,5000.0,6.5,100.0,Yes,Android,Tensor G4,3.8,October,2025.0
Realme,Narzo 70 534,486.0,6.0,512.0,108.0,5000.0,6.3,120.0,Yes,Android,A18 Pro,5.0,January,2025.0
OnePlus,Nord 4 900,508.0,6.0,1024.0,12.0,4500.0,6.6,33.0,Yes,Android,A18 Pro,4.5,March,2025.0
Apple,iPhone 16 293,582.0,12.0,512.0,200.0,6000.0,5.9,33.0,Yes,iOS,Exynos 2400,4.4,September,2025.0
Google,Pixel 7a 89,1256.0,6.0,512.0,50.0,5000.0,7.1,33.0,Yes,Android,Snapdragon 7+ Gen 2,4.7,October,2025.0
OnePlus,OnePlus 12 988,325.0,12.0,64.0,200.0,4500.0,5.5,100.0,No,Android,Dimensity 9300,3.9,March,2025.0
ERR,Nord CE 4 Lite 757,1975.807186592802,,64.0,200.0,4500.0,5.8,65.0,Yes,Android,Tensor G4,4.6,December,2025.0
Realme,GT 7 Pro 733,342.0,16.0,256.0,48.0,4000.0,5.9,65.0,No,Android,A18 Pro,4.3,February,2025.0
Samsung,Galaxy M55 67,2776.5313300641606,16.0,256.0,50.0,6000.0,6.5,18.0,ERR,Android,ERR,4.0,April,2025.0
Apple,iPhone 16 Pro Max 945,715.0,12.0,1024.0,64.0,4000.0,5.9,18.0,Yes,iOS,Snapdragon 7+ Gen 2,3.6,April,2025.0
Xiaomi,Mi 14 326,1057.0,8.0,128.0,48.0,4000.0,6.7,65.0,No,Android,Snapdragon 7+ Gen 2,4.7,May,2025.0
OnePlus,OnePlus 13 675,437.0,12.0,128.0,64.0,4500.0,6.9,65.0,Yes,Android,Helio G99,4.3,August,2025.0
Google,Pixel Fold 2 705,1103.0,,,108.0,6000.0,5.7,241.64655552043124,No,Android,Tensor G4,4.1,June,2025.0
Realme,ERR,1386.0,8.0,64.0,12.0,,6.4,100.0,Yes,Android,Tensor G4,3.9,August,2025.0
Samsung,Galaxy M55 614,329.0,8.0,64.0,12.0,5500.0,5.9,44.0,No,Android,Helio G99,4.3,December,2025.0
Oppo,Reno 11 416,953.0,16.0,512.0,64.0,6000.0,7.2,33.0,No,Android,Snapdragon 7+ Gen 2,4.0,March,2025.0
Xiaomi,Poco X6 Pro 229,1427.0,12.0,128.0,50.0,5500.0,7.1,44.0,No,Android,Snapdragon 8 Gen 3,4.0,May,2025.0
Google,Pixel 7a 421,1143.0,8.0,,64.0,5500.0,7.0,120.0,No,ERR,Exynos 2400,4.6,July,2025.0
Samsung,Galaxy Z Fold6 472,815.0,12.0,64.0,48.0,6000.0,6.3,18.0,Yes,Android,Snapdragon 6 Gen 1,4.8,October,2025.0
Xiaomi,Poco X6 Pro 613,254.0,45.37625376071321,64.0,48.0,6000.0,6.7,33.0,ERR,Android,A18 Pro,4.9,March,2025.0
Xiaomi,Mi 13 Ultra 891,1236.0,4.0,128.0,64.0,6000.0,5.6,120.0,No,Android,Helio G99,4.7,August,2025.0
Samsung,ERR,4379.449931779892,4.0,1024.0,48.0,20161.876496812463,6.1,18.0,Yes,Android,Snapdragon 8 Gen 3,4.8,March,2025.0
OnePlus,OnePlus 12 820,168.0,6.0,64.0,64.0,5000.0,6.0,44.0,Yes,Android,Helio G99,3.6,November,2025.0
Realme,ERR,,4.0,843.5023206117893,200.0,5500.0,5.8,44.0,No,Android,Snapdragon 6 Gen 1,4.0,June,2025.0
Apple,iPhone 16 Pro 679,646.0,12.0,128.0,50.0,5000.0,30.5350877019094,120.0,No,iOS,ERR,3.6,ERR,2025.0
Apple,iPhone 16 660,2996.612809486717,4.0,1024.0,12.0,25356.323361091436,6.3,100.0,Yes,iOS,Helio G99,4.5,April,
OnePlus,Nord 4 14,310.0,8.0,256.0,12.0,5000.0,7.0,120.0,Yes,Android,Exynos 2400,4.3,September,2025.0
Google,Pixel 8 659,445.0,16.0,1354.5101309912648,,4000.0,6.1,33.0,No,Android,Snapdragon 8 Gen 3,4.2,November,2025.0
Google,Pixel 7a 407,253.0,16.0,256.0,12.0,4500.0,6.7,120.0,Yes,Android,Tensor G4,4.4,May,2025.0
Vivo,V30 278,1373.0,6.0,256.0,48.0,6000.0,7.0,33.0,Yes,Android,Snapdragon 7+ Gen 2,3.6,May,2025.0
OnePlus,Nord CE 4 Lite 220,701.0,4.0,1024.0,200.0,5000.0,6.0,120.0,No,Android,Exynos 2400,3.8,March,2025.0
Samsung,Galaxy S24 Ultra 298,748.0,6.0,256.0,50.0,4000.0,7.0,33.0,No,Android,Snapdragon 8 Gen 3,4.5,October,2025.0
Apple,iPhone 16 Pro 875,703.0,4.0,64.0,,5500.0,5.6,33.0,Yes,iOS,A18 Pro,4.7,April,9545.660396751735
Apple,iPhone 16 897,1273.0,6.0,512.0,12.0,4000.0,5.7,65.0,ERR,iOS,ERR,4.7,January,2025.0
Apple,iPhone 15 776,1210.0,16.0,64.0,50.0,5500.0,6.7,18.0,Yes,iOS,A18 Pro,4.2,April,2025.0
Oppo,A98 242,1285.0,12.0,512.0,50.0,4000.0,6.3,18.0,No,Android,Dimensity 9300,4.0,November,2025.0
Oppo,F27 Pro 537,880.0,12.0,512.0,50.0,4500.0,6.5,65.0,Yes,Android,Tensor G4,5.0,March,2025.0
Infinix,Hot 40 177,1012.0,16.0,64.0,108.0,5500.0,5.7,18.0,No,Android,Snapdragon 7+ Gen 2,4.6,October,2025.0
Vivo,Y200 221,1399.0,12.0,1024.0,48.0,6000.0,6.7,65.0,Yes,Android,Snapdragon 7+ Gen 2,4.9,January,2025.0
Realme,C65 705,234.0,12.0,1373.5168348715813,200.0,6000.0,6.3,100.0,ERR,Android,Helio G99,17.275288511582072,October,2025.0
Vivo,V29e 705,701.0,6.0,128.0,108.0,4000.0,6.4,120.0,No,Android,Snapdragon 8 Gen 3,4.2,June,2025.0
Oppo,Reno 11 52,760.0,16.0,128.0,12.0,6000.0,6.5,120.0,Yes,Android,A18 Pro,4.0,September,2025.0
Infinix,Note 40 Pro 787,688.0,8.0,1266.742029006526,,5000.0,5.7,18.0,Yes,Android,Snapdragon 6 Gen 1,3.7,October,8646.28500556095
OnePlus,Nord 4 508,1409.0,12.0,,48.0,5500.0,6.1,65.0,Yes,ERR,Dimensity 9300,,May,2025.0
Samsung,Galaxy S24 Ultra 700,,,64.0,108.0,5000.0,5.5,,No,Android,Snapdragon 7+ Gen 2,4.0,July,2025.0
Realme,C65 212,882.0,6.0,1024.0,48.0,5500.0,6.0,65.0,No,Android,Dimensity 9300,4.7,September,2025.0
Apple,iPhone 16 Pro Max 955,706.0,12.0,1024.0,64.0,4000.0,7.1,120.0,No,iOS,Helio G99,4.5,December,2025.0
Infinix,GT 20 Pro 71,650.0,12.0,64.0,12.0,5500.0,6.2,44.0,No,Android,Helio G99,4.2,April,2025.0
Google,Pixel 8 185,1340.0,6.0,64.0,200.0,4500.0,6.0,44.0,No,Android,Dimensity 9300,4.1,December,2025.0
Samsung,Galaxy M55 851,540.0,4.0,128.0,108.0,5500.0,5.7,120.0,No,Android,Dimensity 9300,4.0,February,2025.0
